post_id,post_date,post_type,caption,hashtags,hashtag_count,reach,impressions,likes,comments,shares,saves,follows_gained
IG0579,2025-05-18 15:47:00,Image,Big announcement coming soon about fitness!,#nature #startup #fitness #photography #motivation #marketing,6,2613.0,3887,94,4.0,10,53,11
IG0580,2024-11-30 14:44:00,Carousel,5 tips every beginner should know about fashion.,,0,3278.0,4472,197,8.0,14,60,6
IG0581,2025-02-14 06:40:00,Carousel,We just launched something new in food. Link in bio!,#nature #mumbai #foodie #fitness,4,5681.0,8507,161,2.0,32,189,29
IG0582,2024-05-13 19:43:00,Carousel,A day in the life: business edition.,#nature #technology #marketing #lifestyle #motivation #foodie,6,5353.0,8211,178,7.0,22,40,2
IG0583,2025-01-21 18:14:00,Reel,We just launched something new in fashion. Link in bio!,,0,4659.0,6021,243,9.0,126,165,11
IG0584,2025-12-19 05:03:00,Image,Behind the scenes of food — swipe to see more.,#instagood #startup #motivation #lifestyle #foodie #photography,6,5778.0,7340,80,,40,162,8
IG0585,2025-04-09 21:31:00,Carousel,We just launched something new in travel. Link in bio!,#explorepage,1,6925.0,10991,364,4.0,145,177,31
IG0586,2025-05-21 12:08:00,Reel,5 tips every beginner should know about art.,#reels #instagood #ootd #mumbai #startup #foodie,6,5437.0,6089,347,,127,133,8
IG0587,2025-04-06 07:23:00,Carousel,Why travel matters more than you think.,#foodie #fashion #marketing #lifestyle #nature #art #reels,7,6976.0,9909,267,9.0,27,255,31
IG0588,2024-04-07 17:03:00,Carousel,We just launched something new in business. Link in bio!,,0,9667.0,13834,273,6.0,92,77,13
IG0589,2025-11-17 19:45:00,Reel,A day in the life: fashion edition.,,0,10104.0,15614,585,19.0,54,341,73
IG0590,2025-11-18 11:08:00,Reel,5 tips every beginner should know about wellness.,#travel #mumbai #photography #motivation #delhi #india #explorepage #marketing,8,11107.0,17088,540,20.0,97,102,23
IG0591,2024-09-23 03:20:00,Image,,,0,3239.0,4117,146,2.0,50,60,5
IG0592,2025-03-16 09:57:00,Reel,5 tips every beginner should know about art.,#instagood #motivation #india #nature,4,10963.0,12155,578,22.0,293,207,24
IG0593,2024-06-03 17:54:00,Carousel,A day in the life: wellness edition.,#travel #reels #lifestyle #instagood #explorepage #foodie #fashion,7,6863.0,9542,425,18.0,48,107,8
IG0594,2025-05-21 01:28:00,Reel,Behind the scenes of food — swipe to see more.,#delhi #marketing #technology #mumbai #fitness,5,9297.0,14701,580,11.0,58,371,61
IG0595,2024-06-21 23:32:00,Carousel,Why food matters more than you think.,#mumbai #instagood #reels #fashion,4,6714.0,10186,320,15.0,145,90,16
IG0596,2024-04-06 10:01:00,Reel,5 tips every beginner should know about business.,#fitness #business #art #instagood,4,3020.0,4397,164,,52,133,12
IG0597,2025-05-06 14:40:00,Reel,Big announcement coming soon about wellness!,#instagood #fashion #nature #travel,4,5837.0,9081,406,17.0,57,67,12
IG0598,2025-08-05 04:13:00,Carousel,Big announcement coming soon about tech!,,0,2922.0,3868,155,9.0,26,40,4
IG0599,2025-09-08 12:05:00,Carousel,5 tips every beginner should know about travel.,#motivation #photography #explorepage #business #foodie #fashion,6,5409.0,6668,227,3.0,93,185,15
IG0600,2025-10-31 04:07:00,Video,Behind the scenes of business — swipe to see more.,#marketing #startup #ootd #lifestyle,4,5750.0,8270,181,3.0,47,34,2
IG0601,2025-02-01 15:17:00,Reel,Behind the scenes of art — swipe to see more.,#foodie #startup #art #photography #mumbai #nature,6,12298.0,14397,569,23.0,109,110,9
IG0602,2024-08-17 20:43:00,Video,A day in the life: fitness edition.,#marketing #india,2,3062.0,4372,147,6.0,48,67,6
IG0603,2024-11-03 04:08:00,Reel,Behind the scenes of fashion — swipe to see more.,#explorepage #india #startup #ootd,4,9946.0,13772,577,34.0,78,344,63
IG0604,2025-02-26 03:29:00,Video,Behind the scenes of fashion — swipe to see more.,#art #motivation #foodie #india,4,6024.0,6948,166,9.0,58,132,17
IG0605,2025-02-06 01:05:00,Carousel,We just launched something new in food. Link in bio!,#ootd #nature #technology #delhi #motivation #photography,6,8194.0,12848,279,5.0,181,234,23
IG0606,2025-11-20 03:27:00,Reel,Why wellness matters more than you think.,#fashion #instagood #business #fitness #mumbai #foodie #nature #explorepage,8,7301.0,10342,401,9.0,174,43,5
IG0607,2025-05-13 09:39:00,Carousel,,#business #ootd #foodie #lifestyle #india,5,5303.0,6456,202,6.0,84,39,2
IG0608,2024-01-28 06:30:00,Image,Behind the scenes of travel — swipe to see more.,#explorepage #startup,2,5628.0,9002,117,2.0,78,163,38
IG0609,2024-01-23 03:10:00,Carousel,Check out our latest wellness update! What do you think?,#technology #marketing,2,3663.0,5819,182,3.0,33,26,2
IG0610,2025-08-06 12:03:00,Image,Check out our latest tech update! What do you think?,#fashion #fitness #startup #delhi #marketing,5,2411.0,3064,72,2.0,22,18,4
IG0611,2025-09-18 21:57:00,Image,A day in the life: fitness edition.,#explorepage #travel #india #fashion #startup #ootd #photography,7,3022.0,3409,75,2.0,56,49,10
IG0612,2025-05-21 19:41:00,Carousel,,#technology #startup #fashion #photography #ootd,5,7982.0,9474,405,16.0,32,127,19
IG0613,2025-12-02 10:58:00,Video,We just launched something new in food. Link in bio!,#lifestyle #ootd #business #startup #art #delhi #explorepage,7,8393.0,11045,292,11.0,165,130,22
IG0614,2024-05-12 05:12:00,Carousel,Why fitness matters more than you think.,#instagood #marketing,2,2496.0,2862,83,4.0,19,27,5
IG0615,2025-07-24 01:01:00,Reel,Big announcement coming soon about fitness!,#motivation #art #photography #delhi #travel,5,2923.0,4617,175,9.0,43,110,8
IG0616,2024-08-17 15:16:00,Reel,Check out our latest fitness update! What do you think?,#art #travel #delhi #motivation #lifestyle,5,6007.0,7975,309,3.0,92,215,29
IG0617,2024-04-23 03:50:00,Image,Behind the scenes of fashion — swipe to see more.,#delhi,1,5268.0,7344,110,2.0,70,133,17
IG0618,2025-01-05 05:46:00,Reel,Big announcement coming soon about food!,#technology #india #marketing #fitness,4,7204.0,9538,473,9.0,153,146,36
IG0619,2025-03-25 13:49:00,Carousel,,,0,20869.0,32521,742,24.0,389,491,72
IG0620,2025-01-16 22:48:00,Reel,5 tips every beginner should know about travel.,#art #explorepage #lifestyle #india #startup #business,6,2394.0,3728,120,6.0,44,76,12
IG0315,2025-09-10 19:40:00,Image,Big announcement coming soon about business!,#india #delhi #reels #technology,4,3194.0,4791,107,3.0,13,84,6
IG0163,2024-06-29 01:53:00,Image,Big announcement coming soon about fitness!,#marketing #photography #ootd #travel #fashion #lifestyle,6,5662.0,7427,133,1.0,74,86,14
IG0202,2025-08-12 07:20:00,Carousel,Check out our latest food update! What do you think?,#motivation #business #art #fitness #reels #ootd,6,7993.0,9870,416,14.0,33,45,5
IG0290,2025-07-25 05:18:00,Reel,A day in the life: food edition.,#marketing,1,5121.0,6836,342,15.0,25,57,2
IG0024,2024-09-07 11:18:00,Reel,Check out our latest tech update! What do you think?,#technology #delhi,2,3571.0,5665,156,8.0,76,139,20
IG0048,2025-08-15 00:59:00,Video,We just launched something new in fitness. Link in bio!,#mumbai #business #instagood #reels,4,2697.0,4014,85,2.0,54,17,2
