post_id,post_date,post_type,caption,hashtags,hashtag_count,reach,impressions,likes,comments,shares,saves,follows_gained,total_engagement,engagement_rate,day_of_week,hour,month,year,time_bucket
IG0454,2025-05-08 04:40:00,Image,No caption,#delhi #nature #technology #startup #travel #india #motivation,7,4627,6433,21,0,49,115,27,185,0.04,Thursday,4,May,2025,Night
IG0455,2024-12-05 11:04:00,Reel,Why business matters more than you think.,#motivation #fashion,2,4211,4910,274,11,59,30,5,374,0.0888,Thursday,11,December,2024,Morning
IG0456,2025-02-02 05:38:00,Image,Check out our latest business update! What do you think?,#ootd,1,1788,2362,36,1,30,33,3,100,0.0559,Sunday,5,February,2025,Morning
IG0457,2025-01-15 14:53:00,Image,Big announcement coming soon about fitness!,#reels #india #ootd #photography,4,7317,10358,253,10,69,211,33,543,0.0742,Wednesday,14,January,2025,Afternoon
IG0458,2025-03-30 16:01:00,Carousel,Big announcement coming soon about tech!,#india #lifestyle #reels #nature #marketing #art #startup,7,6239,8646,141,1,100,184,28,426,0.0683,Sunday,16,March,2025,Afternoon
IG0459,2025-06-12 21:08:00,Reel,Check out our latest fitness update! What do you think?,#travel #technology #business,3,4205,5554,225,4,37,90,5,356,0.0847,Thursday,21,June,2025,Night
IG0460,2024-03-30 10:29:00,Reel,A day in the life: fitness edition.,,0,1163,1501,102,0,20,8,0,130,0.1118,Saturday,10,March,2024,Morning
IG0461,2024-08-02 10:12:00,Carousel,No caption,#ootd #motivation #delhi,3,7946,10957,379,4,37,41,3,461,0.058,Friday,10,August,2024,Morning
IG0462,2024-04-27 00:39:00,Carousel,We just launched something new in tech. Link in bio!,#india #fitness #reels #art #nature #lifestyle #foodie #instagood,8,3628,5706,166,4,15,34,2,219,0.0604,Saturday,0,April,2024,Night
IG0463,2025-07-07 14:03:00,Reel,Behind the scenes of fashion — swipe to see more.,#fashion #marketing,2,2366,3026,149,6,72,25,3,252,0.1065,Monday,14,July,2025,Afternoon
IG0464,2025-12-22 19:57:00,Carousel,No caption,#instagood #art #ootd #nature #reels #mumbai #business,7,8583,11204,500,15,26,129,11,670,0.0781,Monday,19,December,2025,Evening
IG0465,2025-12-16 14:06:00,Reel,Big announcement coming soon about tech!,#ootd #technology #marketing #explorepage #india #foodie #startup,7,6190,9064,365,10,62,55,4,492,0.0795,Tuesday,14,December,2025,Afternoon
IG0466,2024-11-28 14:31:00,Image,No caption,,0,4823,6450,288,3,34,60,12,385,0.0798,Thursday,14,November,2024,Afternoon
IG0467,2024-10-16 11:38:00,Video,Behind the scenes of art — swipe to see more.,#india #fitness,2,5280,8000,145,4,54,170,14,373,0.0706,Wednesday,11,October,2024,Morning
IG0468,2025-06-29 14:25:00,Image,Big announcement coming soon about fitness!,#explorepage #instagood #delhi #photography #marketing #reels,6,7125,9333,134,6,117,188,11,445,0.0625,Sunday,14,June,2025,Afternoon
IG0469,2025-03-21 18:50:00,Carousel,No caption,#delhi #explorepage #photography #foodie #marketing,5,3966,5450,105,3,98,32,5,238,0.06,Friday,18,March,2025,Evening
IG0470,2024-11-11 12:04:00,Reel,Big announcement coming soon about art!,#instagood,1,4230,6068,169,5,57,128,21,359,0.0849,Monday,12,November,2024,Afternoon
IG0471,2024-05-22 18:57:00,Reel,5 tips every beginner should know about food.,,0,23943,33164,846,39,93,481,99,1459,0.0609,Wednesday,18,May,2024,Evening
IG0472,2025-04-02 06:13:00,Carousel,Check out our latest fitness update! What do you think?,#ootd #mumbai #instagood #startup #art,5,7382,10214,213,9,119,149,11,490,0.0664,Wednesday,6,April,2025,Morning
IG0473,2024-10-28 01:23:00,Reel,Why travel matters more than you think.,#travel #fashion #delhi #art #fitness #startup #lifestyle #mumbai,8,15760,21384,545,5,275,270,53,1095,0.0695,Monday,1,October,2024,Night
IG0474,2025-01-26 12:24:00,Reel,Big announcement coming soon about art!,#delhi #reels #photography #marketing #lifestyle #fitness,6,8285,9835,467,6,175,236,31,884,0.1067,Sunday,12,January,2025,Afternoon
IG0475,2025-11-17 04:08:00,Carousel,Check out our latest fitness update! What do you think?,,0,4456,4951,200,7,100,106,22,413,0.0927,Monday,4,November,2025,Night
IG0476,2024-05-19 02:08:00,Carousel,Why wellness matters more than you think.,#technology #startup #photography #instagood #mumbai #motivation,6,5429,7524,217,5,37,65,7,324,0.0597,Sunday,2,May,2024,Night
IG0477,2025-08-14 15:54:00,Carousel,Check out our latest business update! What do you think?,#india #motivation #startup,3,1934,2722,112,1,12,41,3,166,0.0858,Thursday,15,August,2025,Afternoon
IG0478,2024-04-25 18:30:00,Reel,No caption,#lifestyle,1,11519,12750,598,25,301,519,28,1443,0.1253,Thursday,18,April,2024,Evening
IG0479,2024-09-08 15:40:00,Reel,Check out our latest tech update! What do you think?,#delhi,1,5921,7590,387,17,164,262,50,830,0.1402,Sunday,15,September,2024,Afternoon
IG0480,2025-04-09 16:57:00,Reel,A day in the life: fashion edition.,#mumbai #nature #startup #art #ootd #lifestyle #foodie,7,7008,8606,342,5,195,185,34,727,0.1037,Wednesday,16,April,2025,Afternoon
IG0481,2025-04-29 18:10:00,Reel,Check out our latest tech update! What do you think?,,0,9004,11311,575,11,282,294,69,1162,0.1291,Tuesday,18,April,2025,Evening
IG0482,2024-10-11 08:08:00,Reel,5 tips every beginner should know about food.,#motivation #instagood #fashion #fitness,4,8527,12328,611,18,59,288,56,976,0.1145,Friday,8,October,2024,Morning
IG0483,2025-12-18 07:31:00,Carousel,Behind the scenes of business — swipe to see more.,#india #travel,2,4607,5786,100,4,88,53,6,245,0.0532,Thursday,7,December,2025,Morning
IG0484,2025-05-22 13:49:00,Reel,Behind the scenes of tech — swipe to see more.,#explorepage #technology #photography #reels #art #fashion,6,8087,12572,369,17,234,334,28,954,0.118,Thursday,13,May,2025,Afternoon
IG0485,2025-05-02 23:48:00,Video,A day in the life: fashion edition.,#explorepage #business #mumbai #marketing #motivation #foodie #india #reels,8,1747,1976,33,0,12,22,4,67,0.0384,Friday,23,May,2025,Night
IG0486,2025-06-26 21:02:00,Image,Why business matters more than you think.,#delhi,1,5600,8560,144,2,80,159,29,385,0.0688,Thursday,21,June,2025,Night
IG0487,2024-10-03 08:51:00,Reel,No caption,#motivation,1,19759,26779,996,25,519,830,64,2370,0.1199,Thursday,8,October,2024,Morning
IG0488,2025-08-25 06:33:00,Video,Check out our latest fitness update! What do you think?,#photography #nature #delhi #fashion #india,5,7718,11391,148,8,64,222,16,442,0.0573,Monday,6,August,2025,Morning
IG0489,2024-12-25 07:46:00,Image,Check out our latest fitness update! What do you think?,#motivation #reels #travel #fashion,4,5796,7106,280,5,17,129,18,431,0.0744,Wednesday,7,December,2024,Morning
IG0490,2025-09-05 20:07:00,Image,Why food matters more than you think.,#foodie,1,1966,2984,49,0,29,33,5,111,0.0565,Friday,20,September,2025,Evening
IG0491,2024-07-08 03:44:00,Carousel,Behind the scenes of wellness — swipe to see more.,#motivation #ootd,2,5605,8153,231,11,98,152,18,492,0.0878,Monday,3,July,2024,Night
IG0492,2025-03-13 22:57:00,Image,Why art matters more than you think.,#motivation #photography #foodie #instagood #travel,5,2658,3465,98,1,51,56,9,206,0.0775,Thursday,22,March,2025,Night
IG0493,2024-09-28 05:28:00,Reel,Why travel matters more than you think.,#marketing,1,10077,13065,423,4,190,473,58,1090,0.1082,Saturday,5,September,2024,Morning
IG0494,2025-03-17 06:39:00,Reel,Behind the scenes of tech — swipe to see more.,#technology,1,6799,8976,207,7,121,73,17,408,0.06,Monday,6,March,2025,Morning
IG0495,2025-04-01 00:57:00,Reel,Why business matters more than you think.,#lifestyle #fashion #travel #business #motivation #foodie #art,7,6556,9163,308,9,169,86,18,572,0.0872,Tuesday,0,April,2025,Night
IG0496,2025-05-17 15:27:00,Carousel,Behind the scenes of wellness — swipe to see more.,#foodie #delhi #explorepage #fashion #business #art,6,2352,2889,28,0,22,56,13,106,0.0451,Saturday,15,May,2025,Afternoon
IG0497,2025-11-29 09:25:00,Carousel,Big announcement coming soon about fitness!,,0,4014,4525,181,5,29,15,3,230,0.0573,Saturday,9,November,2025,Morning
IG0498,2025-04-15 09:41:00,Image,We just launched something new in art. Link in bio!,#photography #delhi #travel,3,2457,2850,80,3,45,35,2,163,0.0663,Tuesday,9,April,2025,Morning
IG0499,2025-12-06 11:31:00,Carousel,5 tips every beginner should know about travel.,#technology,1,2309,3257,52,0,7,86,8,145,0.0628,Saturday,11,December,2025,Morning
IG0500,2024-09-01 15:24:00,Reel,No caption,#delhi,1,11603,14743,567,24,207,487,108,1285,0.1107,Sunday,15,September,2024,Afternoon
IG0501,2024-01-17 01:21:00,Reel,Check out our latest business update! What do you think?,,0,5183,8263,384,22,129,80,12,615,0.1187,Wednesday,1,January,2024,Night
IG0502,2025-06-19 14:43:00,Video,No caption,#lifestyle #mumbai #explorepage #foodie #travel #art #india #delhi,8,2342,2584,115,2,43,31,6,191,0.0816,Thursday,14,June,2025,Afternoon
IG0503,2025-10-26 04:00:00,Reel,No caption,#travel #ootd,2,3245,3948,131,2,62,56,7,251,0.0773,Sunday,4,October,2025,Night
IG0504,2024-04-18 03:31:00,Reel,Why business matters more than you think.,#foodie #reels #startup,3,1860,2145,111,1,21,32,3,165,0.0887,Thursday,3,April,2024,Night
IG0505,2024-05-20 10:53:00,Reel,Behind the scenes of business — swipe to see more.,#travel #mumbai #photography,3,4714,6681,253,3,138,61,13,455,0.0965,Monday,10,May,2024,Morning
IG0506,2025-12-14 11:35:00,Carousel,5 tips every beginner should know about fashion.,#technology #explorepage,2,6282,7440,241,2,88,186,44,517,0.0823,Sunday,11,December,2025,Morning
IG0507,2024-06-10 00:56:00,Image,Why tech matters more than you think.,#foodie #fashion #mumbai #photography #instagood #art #nature,7,2561,3187,45,1,30,18,3,94,0.0367,Monday,0,June,2024,Night
IG0508,2024-05-09 06:09:00,Reel,Check out our latest food update! What do you think?,#india #technology #startup #explorepage,4,5937,8894,189,7,45,168,11,409,0.0689,Thursday,6,May,2024,Morning
IG0509,2024-03-31 20:52:00,Reel,Behind the scenes of travel — swipe to see more.,#art #startup #fashion #explorepage,4,4416,5462,264,15,58,29,2,366,0.0829,Sunday,20,March,2024,Evening
IG0510,2025-07-06 16:14:00,Reel,No caption,#reels #motivation #travel #instagood #fitness #business #foodie,7,4675,7436,266,12,61,149,13,488,0.1044,Sunday,16,July,2025,Afternoon
IG0511,2025-10-22 11:18:00,Reel,Check out our latest wellness update! What do you think?,#startup #motivation #nature,3,6791,10214,404,10,83,219,26,716,0.1054,Wednesday,11,October,2025,Morning
IG0512,2024-06-10 00:31:00,Reel,We just launched something new in business. Link in bio!,#fitness #foodie #explorepage #technology #nature #reels #instagood #art,8,11507,14856,631,12,115,204,36,962,0.0836,Monday,0,June,2024,Night
IG0513,2025-02-26 06:24:00,Carousel,Why fashion matters more than you think.,#foodie #marketing #mumbai,3,2647,4002,144,4,54,26,1,228,0.0861,Wednesday,6,February,2025,Morning
IG0514,2025-01-31 11:08:00,Image,A day in the life: fashion edition.,#reels #art #motivation #instagood #nature #foodie #fashion,7,7426,8262,121,3,22,144,14,290,0.0391,Friday,11,January,2025,Morning
IG0515,2024-06-24 10:14:00,Reel,Why fitness matters more than you think.,#instagood #photography #mumbai #explorepage,4,4337,6745,198,6,29,78,18,311,0.0717,Monday,10,June,2024,Morning
IG0516,2025-08-28 15:53:00,Reel,5 tips every beginner should know about travel.,#motivation #fashion #startup #explorepage #india #photography #reels,7,6944,10709,536,19,61,83,19,699,0.1007,Thursday,15,August,2025,Afternoon
IG0517,2024-02-15 01:30:00,Reel,No caption,#travel #startup #india #business #marketing #delhi #technology #art,8,12079,15333,627,29,246,517,30,1419,0.1175,Thursday,1,February,2024,Night
IG0518,2025-12-10 23:26:00,Reel,Behind the scenes of travel — swipe to see more.,#lifestyle #art #ootd,3,2507,3690,145,0,32,116,16,293,0.1169,Wednesday,23,December,2025,Night
IG0519,2025-04-15 18:47:00,Carousel,No caption,,0,6682,9251,266,13,68,122,26,469,0.0702,Tuesday,18,April,2025,Evening
IG0520,2025-01-14 20:29:00,Reel,Why fitness matters more than you think.,,0,12536,18835,871,25,58,277,51,1231,0.0982,Tuesday,20,January,2025,Evening
IG0521,2025-03-12 08:44:00,Carousel,Behind the scenes of fashion — swipe to see more.,#mumbai #reels #foodie #nature #travel #motivation #india #photography,8,3026,4288,160,7,44,32,3,243,0.0803,Wednesday,8,March,2025,Morning
IG0522,2025-01-10 05:41:00,Image,We just launched something new in wellness. Link in bio!,#foodie #delhi #reels #lifestyle #nature #fitness #motivation #travel,8,1596,2527,47,2,15,25,5,89,0.0558,Friday,5,January,2025,Morning
IG0523,2024-09-30 16:43:00,Carousel,Behind the scenes of wellness — swipe to see more.,#motivation #travel #foodie #art #india #explorepage,6,2605,3447,122,2,6,13,3,143,0.0549,Monday,16,September,2024,Afternoon
IG0524,2024-10-26 14:39:00,Reel,5 tips every beginner should know about art.,#foodie #reels #technology #instagood #india,5,9879,13586,554,25,202,359,73,1140,0.1154,Saturday,14,October,2024,Afternoon
IG0525,2024-10-09 03:44:00,Video,Check out our latest travel update! What do you think?,#marketing #lifestyle,2,1439,2049,58,3,6,18,3,85,0.0591,Wednesday,3,October,2024,Night
IG0526,2024-05-15 15:22:00,Carousel,Big announcement coming soon about travel!,#technology #fashion #ootd #reels #foodie #mumbai,6,3277,5004,32,1,14,98,21,145,0.0442,Wednesday,15,May,2024,Afternoon
IG0527,2024-11-30 15:37:00,Reel,A day in the life: food edition.,#delhi #technology #mumbai #ootd #lifestyle #instagood #business #marketing,8,2997,4355,157,6,26,41,2,230,0.0767,Saturday,15,November,2024,Afternoon
IG0528,2024-02-18 04:22:00,Reel,5 tips every beginner should know about food.,#technology #photography #mumbai #ootd,4,10767,15434,611,35,257,484,75,1387,0.1288,Sunday,4,February,2024,Night
IG0529,2024-06-06 05:15:00,Reel,5 tips every beginner should know about business.,#travel,1,4760,6503,223,8,38,100,17,369,0.0775,Thursday,5,June,2024,Morning
IG0530,2025-12-25 01:42:00,Video,Behind the scenes of tech — swipe to see more.,#art #lifestyle #instagood #technology #photography,5,4870,7212,181,3,74,106,18,364,0.0747,Thursday,1,December,2025,Night
IG0531,2024-05-28 14:59:00,Carousel,No caption,#lifestyle #fashion #delhi #india #nature,5,1467,1994,61,3,9,9,1,82,0.0559,Tuesday,14,May,2024,Afternoon
IG0532,2025-08-10 21:09:00,Carousel,A day in the life: fitness edition.,#nature #fitness #marketing #travel #lifestyle #instagood #motivation,7,1797,2478,60,0,41,37,4,138,0.0768,Sunday,21,August,2025,Night
IG0533,2024-12-31 02:20:00,Image,We just launched something new in travel. Link in bio!,,0,3581,4541,89,0,42,82,12,213,0.0595,Tuesday,2,December,2024,Night
IG0534,2024-03-26 17:54:00,Reel,Big announcement coming soon about fashion!,#foodie #india #business #reels #marketing #photography #ootd,7,5883,8277,338,11,91,47,3,487,0.0828,Tuesday,17,March,2024,Evening
IG0535,2025-01-30 11:00:00,Image,We just launched something new in fitness. Link in bio!,#art #instagood #ootd #technology,4,2457,3322,57,0,30,15,0,102,0.0415,Thursday,11,January,2025,Morning
IG0536,2025-03-29 09:10:00,Reel,Big announcement coming soon about wellness!,#startup #lifestyle #foodie #mumbai #reels #india,6,5577,8488,252,7,24,134,22,417,0.0748,Saturday,9,March,2025,Morning
IG0537,2024-03-31 00:26:00,Carousel,We just launched something new in food. Link in bio!,#startup #photography #delhi #technology,4,2307,2660,59,0,45,83,20,187,0.0811,Sunday,0,March,2024,Night
IG0538,2024-02-13 09:53:00,Image,Check out our latest fashion update! What do you think?,#marketing #delhi #technology #explorepage,4,8770,10897,361,11,93,205,21,670,0.0764,Tuesday,9,February,2024,Morning
IG0539,2025-10-13 15:07:00,Reel,Behind the scenes of fashion — swipe to see more.,#startup #photography #marketing #explorepage,4,9419,13235,522,11,123,391,63,1047,0.1112,Monday,15,October,2025,Afternoon
IG0540,2025-09-05 23:23:00,Carousel,A day in the life: fashion edition.,#mumbai #startup #motivation #marketing #fitness #photography #delhi,7,4297,6022,177,7,100,99,7,383,0.0891,Friday,23,September,2025,Night
IG0541,2025-12-10 04:22:00,Carousel,Why business matters more than you think.,#travel #motivation,2,3454,5318,210,11,57,28,3,306,0.0886,Wednesday,4,December,2025,Night
IG0542,2024-10-25 16:40:00,Reel,5 tips every beginner should know about travel.,#india,1,6464,9296,363,6,161,163,15,693,0.1072,Friday,16,October,2024,Afternoon
IG0543,2024-11-26 10:52:00,Carousel,Check out our latest food update! What do you think?,#motivation #art #fitness #mumbai,4,4324,5769,149,8,31,35,3,223,0.0516,Tuesday,10,November,2024,Morning
IG0544,2025-02-25 10:58:00,Image,We just launched something new in food. Link in bio!,#fitness #reels,2,9166,10178,43,1,153,246,16,443,0.0483,Tuesday,10,February,2025,Morning
IG0545,2025-12-07 16:54:00,Carousel,No caption,#delhi #fitness #startup #technology #foodie #travel #instagood #marketing,8,4063,6154,187,10,78,144,26,419,0.1031,Sunday,16,December,2025,Afternoon
IG0546,2025-03-28 19:33:00,Reel,5 tips every beginner should know about food.,#photography #ootd #fashion #fitness #explorepage,5,5473,6929,332,16,164,74,15,586,0.1071,Friday,19,March,2025,Evening
IG0547,2024-03-21 13:44:00,Image,No caption,#foodie,1,3331,4135,69,4,45,74,18,192,0.0576,Thursday,13,March,2024,Afternoon
IG0548,2025-11-06 16:37:00,Reel,Behind the scenes of wellness — swipe to see more.,,0,4955,7604,332,19,47,93,18,491,0.0991,Thursday,16,November,2025,Afternoon
IG0549,2024-01-11 03:50:00,Reel,We just launched something new in travel. Link in bio!,#instagood,1,3208,4719,246,3,37,81,6,367,0.1144,Thursday,3,January,2024,Night
IG0550,2024-10-11 18:22:00,Reel,Check out our latest fitness update! What do you think?,#photography #india #explorepage #mumbai #foodie,5,4170,5803,243,4,85,139,18,471,0.1129,Friday,18,October,2024,Evening
IG0551,2024-06-24 17:00:00,Image,Big announcement coming soon about wellness!,#reels,1,3924,4330,17,0,10,50,12,77,0.0196,Monday,17,June,2024,Evening
IG0552,2024-04-19 05:53:00,Carousel,Behind the scenes of art — swipe to see more.,#business #startup #reels #india #explorepage,5,7430,10837,309,15,163,142,20,629,0.0847,Friday,5,April,2024,Morning
IG0553,2025-06-16 04:31:00,Reel,Behind the scenes of wellness — swipe to see more.,#ootd #delhi #travel #foodie #nature,5,3823,5256,205,11,34,154,24,404,0.1057,Monday,4,June,2025,Night
IG0554,2025-12-04 14:14:00,Reel,Big announcement coming soon about wellness!,#startup #ootd #instagood #reels #foodie #technology #delhi #business,8,5866,7305,357,18,70,76,5,521,0.0888,Thursday,14,December,2025,Afternoon
IG0555,2024-04-17 12:28:00,Reel,Behind the scenes of food — swipe to see more.,#foodie #fitness #lifestyle #business #india #art #ootd #travel,8,5355,6499,367,9,162,105,26,643,0.1201,Wednesday,12,April,2024,Afternoon
IG0556,2025-02-17 03:14:00,Carousel,No caption,#marketing #motivation #mumbai #business #art #explorepage,6,12338,19640,401,5,230,163,14,799,0.0648,Monday,3,February,2025,Night
IG0557,2024-05-05 08:31:00,Reel,Check out our latest wellness update! What do you think?,#explorepage #lifestyle #fashion #fitness #travel #startup #marketing,7,5520,7744,223,2,142,29,5,396,0.0717,Sunday,8,May,2024,Morning
IG0558,2024-06-05 09:39:00,Image,No caption,#foodie,1,7377,9874,30,1,133,89,15,253,0.0343,Wednesday,9,June,2024,Morning
IG0559,2024-09-24 17:21:00,Video,No caption,#delhi #fashion #travel #startup #fitness #reels #explorepage #photography,8,4029,5344,157,9,20,82,8,268,0.0665,Tuesday,17,September,2024,Evening
IG0560,2024-11-06 22:10:00,Reel,No caption,#startup #lifestyle #ootd #business #marketing #india #travel,7,6190,7064,268,8,110,98,11,484,0.0782,Wednesday,22,November,2024,Night
IG0561,2025-02-04 08:31:00,Reel,5 tips every beginner should know about fashion.,#instagood #art #ootd #nature #travel #fashion,6,5335,7391,355,3,141,244,16,743,0.1393,Tuesday,8,February,2025,Morning
IG0562,2024-01-28 20:21:00,Reel,We just launched something new in fashion. Link in bio!,#fitness #startup #art #delhi #mumbai #photography,6,5973,6612,351,11,138,217,54,717,0.12,Sunday,20,January,2024,Evening
IG0563,2025-12-05 02:55:00,Reel,Check out our latest business update! What do you think?,#fitness #nature #photography #fashion,4,17388,22653,1352,79,482,457,77,2370,0.1363,Friday,2,December,2025,Night
IG0564,2025-03-07 08:01:00,Reel,No caption,#mumbai #fashion #nature #business #india #photography #ootd,7,16282,22104,1100,44,226,621,52,1991,0.1223,Friday,8,March,2025,Morning
IG0565,2025-05-29 21:21:00,Reel,Why business matters more than you think.,#instagood #ootd,2,3647,5437,112,5,72,71,15,260,0.0713,Thursday,21,May,2025,Night
IG0566,2024-03-18 17:13:00,Reel,Behind the scenes of travel — swipe to see more.,#motivation #travel #ootd #business,4,5906,7266,185,7,105,142,34,439,0.0743,Monday,17,March,2024,Evening
IG0567,2024-10-06 02:36:00,Carousel,Why tech matters more than you think.,#marketing #startup #reels #art #foodie #nature #mumbai #lifestyle,8,8139,11325,370,10,37,156,20,573,0.0704,Sunday,2,October,2024,Night
IG0568,2024-09-14 19:32:00,Image,No caption,#delhi #photography #fashion #india #mumbai #ootd #explorepage,7,5528,8752,141,3,63,119,12,326,0.059,Saturday,19,September,2024,Evening
IG0569,2025-03-20 18:46:00,Image,Big announcement coming soon about travel!,,0,1532,1926,21,0,8,17,4,46,0.03,Thursday,18,March,2025,Evening
IG0570,2024-11-03 13:26:00,Reel,A day in the life: food edition.,#foodie #reels #startup #motivation #ootd,5,18421,29320,622,27,438,571,38,1658,0.09,Sunday,13,November,2024,Afternoon
IG0571,2024-06-02 06:01:00,Carousel,Why art matters more than you think.,#ootd #technology #marketing,3,4929,7244,148,7,15,158,22,328,0.0665,Sunday,6,June,2024,Morning
IG0572,2024-05-19 00:16:00,Reel,Check out our latest fashion update! What do you think?,#delhi #photography #travel #marketing,4,11312,15524,369,9,113,158,20,649,0.0574,Sunday,0,May,2024,Night
IG0573,2024-03-06 13:57:00,Image,A day in the life: fitness edition.,#foodie #business #lifestyle #explorepage #fitness,5,2638,3417,40,2,43,25,1,110,0.0417,Wednesday,13,March,2024,Afternoon
IG0574,2024-11-16 10:53:00,Reel,A day in the life: travel edition.,#explorepage #startup #reels #lifestyle #fitness #foodie,6,5969,8887,213,11,80,205,23,509,0.0853,Saturday,10,November,2024,Morning
IG0575,2025-05-17 17:23:00,Reel,No caption,#nature,1,2260,3269,104,2,60,39,5,205,0.0907,Saturday,17,May,2025,Evening
IG0576,2024-05-28 11:30:00,Image,Why tech matters more than you think.,#ootd #fashion #travel #delhi #explorepage,5,5296,7440,87,1,82,97,10,267,0.0504,Tuesday,11,May,2024,Morning
IG0577,2025-12-02 03:34:00,Carousel,A day in the life: art edition.,#technology #business #fashion,3,7306,11284,132,5,103,40,3,280,0.0383,Tuesday,3,December,2025,Night
IG0578,2024-10-31 06:55:00,Carousel,Check out our latest art update! What do you think?,#technology #nature,2,2713,3668,87,1,35,22,5,145,0.0534,Thursday,6,October,2024,Morning
IG0579,2025-05-18 15:47:00,Image,Big announcement coming soon about fitness!,#nature #startup #fitness #photography #motivation #marketing,6,2613,3887,94,4,10,53,11,161,0.0616,Sunday,15,May,2025,Afternoon
IG0580,2024-11-30 14:44:00,Carousel,5 tips every beginner should know about fashion.,,0,3278,4472,197,8,14,60,6,279,0.0851,Saturday,14,November,2024,Afternoon
IG0581,2025-02-14 06:40:00,Carousel,We just launched something new in food. Link in bio!,#nature #mumbai #foodie #fitness,4,5681,8507,161,2,32,189,29,384,0.0676,Friday,6,February,2025,Morning
IG0582,2024-05-13 19:43:00,Carousel,A day in the life: business edition.,#nature #technology #marketing #lifestyle #motivation #foodie,6,5353,8211,178,7,22,40,2,247,0.0461,Monday,19,May,2024,Evening
IG0583,2025-01-21 18:14:00,Reel,We just launched something new in fashion. Link in bio!,,0,4659,6021,243,9,126,165,11,543,0.1165,Tuesday,18,January,2025,Evening
IG0584,2025-12-19 05:03:00,Image,Behind the scenes of food — swipe to see more.,#instagood #startup #motivation #lifestyle #foodie #photography,6,5778,7340,80,0,40,162,8,282,0.0488,Friday,5,December,2025,Morning
IG0585,2025-04-09 21:31:00,Carousel,We just launched something new in travel. Link in bio!,#explorepage,1,6925,10991,364,4,145,177,31,690,0.0996,Wednesday,21,April,2025,Night
IG0586,2025-05-21 12:08:00,Reel,5 tips every beginner should know about art.,#reels #instagood #ootd #mumbai #startup #foodie,6,5437,6089,347,0,127,133,8,607,0.1116,Wednesday,12,May,2025,Afternoon
IG0587,2025-04-06 07:23:00,Carousel,Why travel matters more than you think.,#foodie #fashion #marketing #lifestyle #nature #art #reels,7,6976,9909,267,9,27,255,31,558,0.08,Sunday,7,April,2025,Morning
IG0588,2024-04-07 17:03:00,Carousel,We just launched something new in business. Link in bio!,,0,9667,13834,273,6,92,77,13,448,0.0463,Sunday,17,April,2024,Evening
IG0589,2025-11-17 19:45:00,Reel,A day in the life: fashion edition.,,0,10104,15614,585,19,54,341,73,999,0.0989,Monday,19,November,2025,Evening
IG0590,2025-11-18 11:08:00,Reel,5 tips every beginner should know about wellness.,#travel #mumbai #photography #motivation #delhi #india #explorepage #marketing,8,11107,17088,540,20,97,102,23,759,0.0683,Tuesday,11,November,2025,Morning
IG0591,2024-09-23 03:20:00,Image,No caption,,0,3239,4117,146,2,50,60,5,258,0.0797,Monday,3,September,2024,Night
IG0592,2025-03-16 09:57:00,Reel,5 tips every beginner should know about art.,#instagood #motivation #india #nature,4,10963,12155,578,22,293,207,24,1100,0.1003,Sunday,9,March,2025,Morning
IG0593,2024-06-03 17:54:00,Carousel,A day in the life: wellness edition.,#travel #reels #lifestyle #instagood #explorepage #foodie #fashion,7,6863,9542,425,18,48,107,8,598,0.0871,Monday,17,June,2024,Evening
IG0594,2025-05-21 01:28:00,Reel,Behind the scenes of food — swipe to see more.,#delhi #marketing #technology #mumbai #fitness,5,9297,14701,580,11,58,371,61,1020,0.1097,Wednesday,1,May,2025,Night
IG0595,2024-06-21 23:32:00,Carousel,Why food matters more than you think.,#mumbai #instagood #reels #fashion,4,6714,10186,320,15,145,90,16,570,0.0849,Friday,23,June,2024,Night
IG0596,2024-04-06 10:01:00,Reel,5 tips every beginner should know about business.,#fitness #business #art #instagood,4,3020,4397,164,0,52,133,12,349,0.1156,Saturday,10,April,2024,Morning
IG0597,2025-05-06 14:40:00,Reel,Big announcement coming soon about wellness!,#instagood #fashion #nature #travel,4,5837,9081,406,17,57,67,12,547,0.0937,Tuesday,14,May,2025,Afternoon
IG0598,2025-08-05 04:13:00,Carousel,Big announcement coming soon about tech!,,0,2922,3868,155,9,26,40,4,230,0.0787,Tuesday,4,August,2025,Night
IG0599,2025-09-08 12:05:00,Carousel,5 tips every beginner should know about travel.,#motivation #photography #explorepage #business #foodie #fashion,6,5409,6668,227,3,93,185,15,508,0.0939,Monday,12,September,2025,Afternoon
IG0600,2025-10-31 04:07:00,Video,Behind the scenes of business — swipe to see more.,#marketing #startup #ootd #lifestyle,4,5750,8270,181,3,47,34,2,265,0.0461,Friday,4,October,2025,Night
IG0601,2025-02-01 15:17:00,Reel,Behind the scenes of art — swipe to see more.,#foodie #startup #art #photography #mumbai #nature,6,12298,14397,569,23,109,110,9,811,0.0659,Saturday,15,February,2025,Afternoon
IG0602,2024-08-17 20:43:00,Video,A day in the life: fitness edition.,#marketing #india,2,3062,4372,147,6,48,67,6,268,0.0875,Saturday,20,August,2024,Evening
IG0603,2024-11-03 04:08:00,Reel,Behind the scenes of fashion — swipe to see more.,#explorepage #india #startup #ootd,4,9946,13772,577,34,78,344,63,1033,0.1039,Sunday,4,November,2024,Night
